return_id,user_id,order_id,return_rate_30d,return_rate_90d,avg_order_value,time_since_signup_days,return_to_purchase_gap_days,category_return_concentration,order_value,refund_amount,is_fraud
ret_ee9e1ae87b,user_4806d8f711,order_d7f8961eb2,0.25,0.25,11310.73,28,15,0.5,3110.71,2774.25,False
ret_838b9f1458,user_4806d8f711,order_e024fe6a34,1.0,0.5,11310.73,368,20,0.5,44464.58,43022.82,False
ret_24e34c9d8a,user_1fdfdc5025,order_500eb7a939,0.1667,0.125,5695.83,184,9,0.4444,3724.81,3234.95,False
ret_3e559af326,user_9a7d0e0e3c,order_8cc9cd4354,0.1667,0.1667,6707.49,32,1,0.6667,4460.77,3800.06,False
ret_058f5756e9,user_cca8481ce7,order_e913fad33e,0.6,0.4286,7814.92,38,21,0.4286,2642.16,2272.07,False
ret_fc8080081e,user_cca8481ce7,order_074c6bfa7f,0.6,0.4286,7814.92,38,15,0.4286,2433.9,2001.38,False
ret_2b2cd22280,user_cca8481ce7,order_59e5305e57,0.4286,0.4286,7814.92,29,14,0.4286,2332.26,2179.72,False
ret_1e6018fcd7,user_b2ac1509cd,order_98f877d41d,1.0,2.0,8495.95,229,13,0.5,989.2,946.82,False
ret_e596d0e692,user_b2ac1509cd,order_09990ef933,1.0,1.0,8495.95,143,17,0.5,2758.01,2747.61,False
ret_76e082eb63,user_1042548ceb,order_d27fa7b412,0.3333,0.25,12569.81,101,12,0.6364,4463.82,3868.36,False
ret_9cf01cb42a,user_1042548ceb,order_c1ad140c4e,0.3333,0.1818,12569.81,46,20,0.6364,3988.59,3787.29,False
ret_1a255eb7db,user_151f7fcb57,order_9e07ee168c,0.2,0.2,9471.31,41,14,0.4,1212.01,1006.09,False
ret_e85c14a503,user_151f7fcb57,order_fcb38c26c4,0.2,0.2,9471.31,33,10,0.4,2874.71,2404.17,False
ret_c6cdea9010,user_967ee392d0,order_1865534e2e,1.0,0.5,16512.86,297,28,0.5,1234.8,1171.56,False
ret_90d54abe3b,user_967ee392d0,order_e2f032f033,0.6667,0.6667,16512.86,198,15,0.5,4639.45,4081.95,False
ret_83e6d0f498,user_9d14f533c4,order_e5acf52f28,0.6667,0.5,20978.26,38,15,0.5,1443.37,1159.36,False
ret_4cb4eb7a24,user_9d14f533c4,order_6230a8f771,1.0,1.0,20978.26,307,10,0.5,1446.47,1399.18,False
ret_4f43122d6f,user_a5d44d5e27,order_a09cc0b905,0.5,0.5,18083.8,202,17,0.3333,48989.83,40717.98,False
ret_164f82e7c3,user_a5d44d5e27,order_d72cc79d82,0.6667,0.6667,18083.8,25,20,0.3333,4839.06,4647.8,False
ret_ff4143938c,user_67b2bb0d2d,order_c82f77e08f,0.5,0.5,15926.96,6,1,0.5,2906.31,2517.78,False
ret_f1ffea311e,user_67b2bb0d2d,order_b43266c59f,0.5,0.5,15926.96,24,13,0.5,1418.35,1350.98,False
ret_1d0dfe1dcd,user_734c9a35cb,order_62405e89f5,0.25,0.25,11200.66,15,1,0.5,603.51,513.06,False
ret_9d836b6209,user_734c9a35cb,order_a7ab22ddf7,0.25,0.25,11200.66,15,6,0.5,45104.74,43298.49,False
ret_4bd70afe71,user_11469a344d,order_6c05b63516,0.5,0.5,603.11,33,28,1.0,653.51,629.59,False
ret_df8f9cd9d8,user_cb91c5852a,order_113f652651,1.0,1.0,16377.75,291,17,0.6667,4985.09,4250.15,False
ret_06ee99d169,user_cb91c5852a,order_1bca268e5f,0.6667,0.6667,16377.75,42,18,0.6667,4131.45,3409.46,False
ret_e500c24ab5,user_bfbdbecaaa,order_657adee899,1.0,1.0,3677.69,402,18,0.8333,4929.4,4301.06,False
ret_718b3d1b9d,user_bfbdbecaaa,order_11744be279,0.5,0.5,3677.69,28,22,0.8333,4735.62,3945.37,False
ret_ca1b04d233,user_bfbdbecaaa,order_fb469d7d04,1.0,1.0,3677.69,468,17,0.8333,3562.58,3385.24,False
ret_cfdff356db,user_11bf516e79,order_75a7c03306,0.5,0.5,5204.47,30,27,0.75,4554.3,3962.61,False
ret_b0d3383e7e,user_11bf516e79,order_bddb5ae09e,1.0,1.0,5204.47,382,24,0.75,19399.61,17793.05,False
ret_1c71d1f2e4,user_11bf516e79,order_89442cfe0c,0.6667,0.6667,5204.47,301,10,0.75,3898.26,3527.33,False
ret_53868d94a4,user_11bf516e79,order_0d5f1744ff,0.75,0.6,5204.47,201,15,0.75,4200.99,3611.86,False
ret_9e89afc650,user_812bd63024,order_220061fc0b,0.0909,0.0909,4367.2,20,8,0.3636,3019.65,2998.27,False
ret_077d5bcf6e,user_8b01a5b80b,order_a373da326c,0.25,0.25,11032.8,27,20,0.5,1910.68,1695.87,False
ret_1baea237d3,user_399cf27022,order_c12bbea4f2,0.6,0.625,14516.76,111,20,0.5556,5337.65,4326.67,False
ret_78aec4541e,user_399cf27022,order_a1568f61cb,0.5,0.6,14516.76,178,14,0.5556,5793.94,5481.51,False
ret_00d08ec5ca,user_399cf27022,order_77d187fd90,0.3333,0.6667,14516.76,256,30,0.5556,2962.76,2663.51,False
ret_95e51dda69,user_399cf27022,order_de93ed0767,0.5556,0.5556,14516.76,34,13,0.5556,19969.87,18268.45,False
ret_63ca7f0f29,user_399cf27022,order_6bb514286b,0.5556,0.5556,14516.76,29,11,0.5556,3948.35,3303.18,False
ret_0acc466370,user_c5ff17922c,order_8d6de4275f,0.3333,0.3333,3773.98,14,6,0.6667,3883.17,3252.92,False
ret_fe03f3cfb9,user_c5ff17922c,order_192ff3a7b8,0.5,0.5,3773.98,363,1,0.6667,7538.44,7406.69,False
ret_eb216dd473,user_54507195e1,order_ae2dc79db3,0.5,0.1667,12141.76,80,10,0.5,13654.06,11974.34,False
ret_6199c3040d,user_54507195e1,order_72a4bb8bfe,0.3333,0.5,12141.76,126,27,0.5,3935.85,3687.23,False
ret_268b4c0e01,user_4f876825de,order_0f9f0b1131,1.0,0.2,2937.56,91,5,0.4,3381.9,3110.5,False
ret_c465c2c96a,user_40395245be,order_39d7e60256,0.3333,0.3333,13153.17,30,22,0.6667,4554.84,4295.24,False
ret_1ef0457c30,user_40395245be,order_af12e22e26,0.5,1.0,13153.17,118,27,0.6667,3369.19,3292.1,False
ret_f69ca20fa8,user_4d332cc517,order_59e5bd49d9,0.3333,0.3333,4708.96,30,20,0.5833,1327.83,1164.98,False
ret_d4c0fe408f,user_4d332cc517,order_6dfbcde562,0.3333,0.3333,4708.96,21,10,0.5833,3742.17,3470.56,False
ret_73a9ca5d17,user_4d332cc517,order_b3ec243b91,0.3333,0.3333,4708.96,16,9,0.5833,4556.84,4449.24,False
ret_901719732d,user_4d332cc517,order_421bfb71fc,0.3333,0.3333,4708.96,71,14,0.5833,2375.48,2238.03,False
ret_70f1346583,user_cc93ac547d,order_d428ac4287,0.125,0.125,16136.05,32,18,0.5,2535.4,2479.58,False
ret_2b6cf09bce,user_15992295e9,order_7402104881,0.6667,0.5,16119.41,59,30,0.5,30227.73,29634.08,False
ret_02e83fdce6,user_15992295e9,order_3c0ac8db83,0.5,0.5,16119.41,375,20,0.5,936.79,919.79,False
ret_9378694d64,user_ae7dbe74e8,order_9eb9ad95b9,0.3333,0.3333,1583.31,37,15,0.6667,2985.45,2446.32,False
ret_ddca219d46,user_92ed2c4de1,order_9651b47e48,0.25,0.2222,7944.99,47,17,0.4444,589.36,504.52,False
ret_607ccf656c,user_92ed2c4de1,order_ee92ded7e1,0.2222,0.2222,7944.99,13,11,0.4444,21942.07,21528.75,False
ret_e7501cf736,user_dea674e1b5,order_238becf914,0.2857,0.2857,7327.47,21,19,0.5714,4610.11,4265.39,False
ret_a210569e69,user_dea674e1b5,order_498f5852c0,0.5,0.25,7327.47,398,30,0.5714,1296.98,1231.11,False
ret_922ec3d9a7,user_82117f4ee0,order_861a398636,0.5,0.5,5831.38,415,7,0.6667,12791.76,10906.92,False
ret_01907f2753,user_d424d42484,order_1065773863,1.0,0.5,13021.19,368,12,0.6667,4318.77,4090.26,False
ret_cb07d025a7,user_9c189ea43b,order_eb4d12791e,0.6667,0.6667,17316.62,34,23,0.6667,3839.87,3342.91,False
ret_f95bb684ae,user_9c189ea43b,order_307e3b3679,1.0,0.6667,17316.62,76,26,0.6667,3935.36,3814.53,False
ret_f1ad681a47,user_07a2656eed,order_546022a55f,1.0,1.0,2878.62,333,11,0.75,4416.13,3707.57,False
ret_5fa5f86b89,user_07a2656eed,order_1fbded9487,0.5,0.5,2878.62,56,28,0.75,562.78,512.05,False
ret_fb94f19a28,user_b6a0eb512f,order_8dd8a26eca,0.1429,0.125,5384.46,40,19,0.75,4332.19,4306.57,False
ret_75e3907a45,user_ff60779e6e,order_3fe27da5b1,0.2,0.1818,2811.26,34,24,0.8182,3875.87,3147.64,False
ret_734a31ab8f,user_ff60779e6e,order_df35706eab,0.5,0.1818,2811.26,80,10,0.8182,4314.98,3473.8,False
ret_e9a24cca4e,user_2c15cfb1b5,order_74dfda4197,0.6667,0.5,7543.96,134,25,0.8571,1730.98,1581.61,False
ret_425d05c0bf,user_2c15cfb1b5,order_ac5aa371b3,0.5,0.5,7543.96,377,3,0.8571,1078.41,892.9,False
ret_bfb9ad1137,user_04cd4f0bc3,order_a9e107f2fc,0.3333,0.4,7702.59,315,23,0.5,7189.48,6753.98,False
ret_f34db49b4a,user_04cd4f0bc3,order_b8848ddf3b,0.4,0.4,7702.59,239,2,0.5,1018.62,857.44,False
ret_ff4822806b,user_31db1338a4,order_431913ddcb,0.4,0.4,14082.48,44,29,0.5,4256.7,4158.27,False
ret_20c46c7cf6,user_31db1338a4,order_cfbea3d957,0.2,0.3333,14082.48,372,1,0.5,1380.98,1164.56,False
ret_a7995f90f5,user_31db1338a4,order_45cb0d1ea4,0.4286,0.4286,14082.48,199,24,0.5,3427.08,3008.0,False
ret_8b10611cf7,user_31db1338a4,order_195e248a19,0.3333,0.3333,14082.48,336,4,0.5,44670.75,43638.07,False
ret_406dbf1275,user_26e15eedee,order_ec971477fb,0.25,0.25,15503.7,27,21,0.5,3441.32,3265.3,False
ret_ffd846bd93,user_a13cc54904,order_e17024bee8,0.4,0.4,2940.18,18,3,1.0,601.52,596.64,False
ret_0ad7abc4ff,user_a13cc54904,order_04f59c9212,1.0,1.0,2940.18,479,22,1.0,3551.09,3034.02,False
ret_06204d43c4,user_37b8138bad,order_555a49687a,0.1818,0.1818,14553.05,1,0,0.5455,3191.22,2897.76,False
ret_3442f7eb3c,user_37b8138bad,order_259063607a,0.1818,0.1818,14553.05,1,0,0.5455,2599.5,2435.22,False
ret_bf88ea6da0,user_369c573ff9,order_5acda49613,0.5,0.3333,21965.17,323,15,0.5,3622.74,3587.25,False
ret_5de0d31bef,user_c4b716cd63,order_c2462e4f11,0.2,0.3333,3125.15,190,28,0.9167,641.83,600.14,False
ret_d2a986281e,user_c4b716cd63,order_d3b71d4650,0.2727,0.25,3125.15,35,6,0.9167,4237.84,3424.02,False
ret_0f0f7efebc,user_c4b716cd63,order_c8261af2f3,0.3333,0.3333,3125.15,149,5,0.9167,2209.33,2195.44,False
ret_af90f2e454,user_2f0059c555,order_67eca256b4,0.25,0.25,7271.86,20,2,0.5833,1126.42,953.46,False
ret_b8e6ddab22,user_2f0059c555,order_5a03d38f61,0.25,0.25,7271.86,18,17,0.5833,8167.03,7621.33,False
ret_a9ab6f803b,user_2f0059c555,order_a079ba5e55,0.25,0.25,7271.86,28,26,0.5833,3007.77,2488.67,False
ret_b11fd8f215,user_19fdda91e0,order_8e2aae4f0d,0.1818,0.1818,10903.23,19,13,0.5455,2407.32,2317.34,False
ret_e6c5efc145,user_19fdda91e0,order_11087026f2,0.1818,0.1818,10903.23,35,19,0.5455,4091.14,3616.97,False
ret_75f9cc9513,user_c240a96a1e,order_02d0817fd6,0.5,0.1667,9326.6,372,17,0.5455,53729.34,49599.03,False
ret_8e568c95d8,user_e77c5c1c6a,order_dcaecf03bc,0.5,0.4286,9755.16,336,30,0.625,1913.95,1912.84,False
ret_328539dda7,user_e77c5c1c6a,order_9a85e1dea0,0.6667,0.5,9755.16,503,19,0.625,3717.2,3453.29,False
ret_2f8a2c82f7,user_e77c5c1c6a,order_b2ca293b0e,0.5,0.5,9755.16,698,2,0.625,4449.79,4431.24,False
ret_ef1b79c6e7,user_a23fa3f7e1,order_df8f2e1e91,1.0,1.0,26718.54,117,25,0.5,915.22,750.76,False
ret_4b9a38c41c,user_6522863115,order_57f2c6390c,0.5,0.2,22479.55,61,13,0.6,2610.8,2159.6,False
ret_97c1a31eff,user_a337936e14,order_168f1dc4c5,0.125,0.125,14933.96,47,16,0.5,1559.87,1309.89,False
ret_45e1908272,user_fee199f3ce,order_4198c6a00a,0.75,0.75,2807.21,23,1,0.75,1320.4,1308.14,False
ret_e22b9d5300,user_fee199f3ce,order_9c09343e2e,0.5,0.5,2807.21,332,26,0.75,3751.45,3620.84,False
ret_0ae8b83069,user_fee199f3ce,order_f117f68fd7,0.6667,0.6667,2807.21,179,3,0.75,2227.5,1854.79,False
ret_119c477ca2,user_71d3faaf8a,order_429880102a,0.8,0.8,7234.45,37,22,0.4,4915.39,4753.53,False
ret_d094c335bc,user_71d3faaf8a,order_c0146ac5ca,0.8,0.8,7234.45,39,20,0.4,3512.38,3356.64,False
ret_61774928ef,user_71d3faaf8a,order_ff812f3b82,1.0,0.8,7234.45,46,16,0.4,23582.75,20149.99,False
ret_1821f56048,user_71d3faaf8a,order_fae337d0e3,0.8,0.8,7234.45,40,19,0.4,2303.7,1981.34,False
ret_935e68e224,user_6de360e030,order_f500710de3,0.4,0.4,6388.1,29,16,0.4,2939.94,2927.22,False
ret_6bfa00268d,user_6de360e030,order_a7fbee68dd,0.4,0.4,6388.1,17,8,0.4,26318.91,23616.06,False
ret_a8fbf2b40c,user_d550d44329,order_e7dffc54fd,0.25,0.25,1792.63,28,16,0.5,3190.92,2666.06,False
ret_cbfed75fbf,user_5502fc9dc4,order_156710f845,0.5,0.5,25082.63,44,19,0.5,49642.93,42607.82,False
ret_2e5691a306,user_ab4cf6a0f8,order_79ad97aa8c,0.3333,0.3333,12658.71,36,16,0.6667,4335.78,4171.26,False
ret_f6f94d6be5,user_f85dcaf128,order_344956d9d6,0.25,0.25,12248.76,108,7,0.6667,1997.28,1735.67,False
ret_7c4fa4e6e2,user_22c1471683,order_d011874baa,0.5,0.5,24785.43,28,19,0.5,3735.98,3457.31,False
ret_8094696664,user_4493b78a5e,order_081d201e69,0.5,0.5,2248.24,248,2,0.8,2553.97,2532.84,False
ret_9f4c2844c5,user_4493b78a5e,order_ace751fe16,0.4,0.4,2248.24,36,28,0.8,1532.63,1518.1,False
ret_cc63a6c9ea,user_576a02948f,order_58816b18f5,1.0,1.0,13632.76,335,5,0.5,1084.45,1056.95,False
ret_6c6d35b6d5,user_576a02948f,order_aaa470229a,1.0,1.0,13632.76,356,25,0.5,1815.42,1740.78,False
ret_1c0a0150f7,user_e4268b0089,order_315a0c7a72,0.1,0.1,11045.62,7,7,0.5,2344.75,1877.55,False
ret_82b573b230,user_e80b8700e7,order_98f51c637f,0.3333,0.3333,23770.78,7,0,0.6667,931.9,864.45,False
ret_305d20562d,user_0ebb392a16,order_e69e285599,0.5,0.5,14830.57,17,4,0.75,2742.29,2728.38,False
ret_5c4c99755d,user_0ebb392a16,order_ce5f83f23e,0.5,0.5,14830.57,24,19,0.75,4915.64,4141.24,False
ret_9e31a9354d,user_a8ff8c1ceb,order_0fb9af8da8,0.5,0.5,8969.48,17,13,0.625,2875.02,2376.47,False
ret_c3a75fc0ce,user_a8ff8c1ceb,order_da0ca1476e,0.5,0.5,8969.48,10,1,0.625,3158.47,2938.55,False
ret_07eb7d82a9,user_a8ff8c1ceb,order_835a96e721,0.5,0.5,8969.48,27,21,0.625,1015.75,972.19,False
ret_bdfc818b8e,user_a8ff8c1ceb,order_7b3016462a,1.0,0.5,8969.48,44,21,0.625,680.93,564.62,False
ret_7cd2035235,user_9b8965cbbc,order_cc909bebe5,0.5,0.5,17764.62,48,24,0.5,588.07,506.49,False
ret_f1371275dc,user_b19b758b35,order_7f903d7697,0.2727,0.2727,3962.79,51,26,0.8182,2438.7,2073.05,False
ret_917faf71b5,user_b19b758b35,order_b8fb143139,1.0,0.5,3962.79,579,23,0.8182,924.52,790.85,False
ret_b94cc9443c,user_b19b758b35,order_6981b8da63,0.6667,0.4,3962.79,395,14,0.8182,1110.75,1085.75,False
ret_4dfd2014ce,user_af1e1fcf22,order_56bc84cd0d,0.3333,0.2857,8675.83,44,24,0.4286,2333.98,2293.01,False
ret_f0cd299fb7,user_af1e1fcf22,order_9f8dd074be,0.3333,0.25,8675.83,385,27,0.4286,3477.48,3402.99,False
ret_eb3dd886ef,user_072e98198f,order_ed10307829,0.25,0.25,3990.29,343,6,0.4,2661.76,2416.36,False
ret_1d0810c44f,user_c42fc41f6f,order_4b840335e7,0.6667,0.6,7113.77,485,24,0.5,2862.84,2752.89,False
ret_13d44c37b8,user_c42fc41f6f,order_4af29507b3,0.6,0.6,7113.77,426,21,0.5,7184.22,6822.81,False
ret_3491d203b8,user_c42fc41f6f,order_e31e430b69,0.5,1.0,7113.77,552,27,0.5,42071.25,34901.83,False
ret_974aa30211,user_11cef61f96,order_fc468ccea1,0.5,0.5,12745.64,572,23,0.4,2207.5,1783.38,False
ret_a53342848d,user_11cef61f96,order_eb283aaa95,0.5,0.5,12745.64,329,20,0.4,3757.55,3591.18,False
ret_0007d0c5d7,user_11cef61f96,order_0c217dcf89,0.4,0.4,12745.64,23,9,0.4,25500.63,24490.77,False
ret_221d929c04,user_11cef61f96,order_37c40aedb5,0.5,0.5,12745.64,332,17,0.4,2358.38,1945.32,False
ret_c14c95226a,user_f25eceb9b6,order_a699cd7029,0.1667,0.1667,9303.18,8,3,0.5833,19834.8,17731.64,False
ret_f9ca3acb35,user_f25eceb9b6,order_4d16cdbb94,0.5,0.3333,9303.18,144,10,0.5833,4457.51,4023.33,False
ret_79578b6318,user_6d78d87ccb,order_c6434890a4,0.3333,0.3333,6616.39,398,8,0.5,32419.5,29849.87,False
ret_9007b354c4,user_6d78d87ccb,order_2b9da0daa2,0.3,0.3,6616.39,21,17,0.5,2367.6,2120.11,False
ret_5d0f2468c1,user_6d78d87ccb,order_2220847bbd,0.3333,0.3,6616.39,44,24,0.5,2197.81,1827.56,False
ret_c8e8d7d83a,user_2b9ec048a6,order_7c57fd5ffe,0.5,0.5,9097.78,693,24,0.5,25620.38,21156.22,False
ret_3f76b56f33,user_2b9ec048a6,order_0dd451298a,0.5,0.5,9097.78,303,29,0.5,4710.17,3959.54,False
ret_74cc520510,user_aa9cb796d4,order_722af5b85d,0.6667,0.6667,2590.34,27,0,1.0,3853.23,3735.65,False
ret_f60b9c0e71,user_aa9cb796d4,order_f0b01731c8,0.6667,0.6667,2590.34,22,17,1.0,2434.07,2351.99,False
ret_9cb68dd296,user_02168f28f2,order_91534cf5a3,0.5,0.5,30892.25,37,8,0.5,2645.99,2458.2,False
ret_0717d9efa5,user_769b997ae8,order_645db24d29,0.5,0.5,4698.41,358,13,0.375,2335.06,2224.36,False
ret_b748571cf9,user_1145db825e,order_aee897fe62,0.5,0.4444,13256.5,31,14,0.6667,4714.59,3996.06,False
ret_91979b9c0d,user_1145db825e,order_029869f3c3,0.6667,0.5,13256.5,164,15,0.6667,4866.34,4375.57,False
ret_9f507eb097,user_1145db825e,order_4a56c54b1d,1.0,0.6667,13256.5,224,7,0.6667,1544.51,1303.03,False
ret_0895b75236,user_1145db825e,order_7dc3e00ceb,0.4444,0.4444,13256.5,19,19,0.6667,4672.25,4039.65,False
ret_f2b0cbefcc,user_c9950a5cf4,order_a8b59a377e,1.0,0.1111,15430.71,72,25,0.5556,20469.61,16384.91,False
ret_5bf5c4182d,user_b91d75b276,order_6195d77ddc,0.5,0.25,21908.18,59,30,0.5,33266.32,26864.47,False
ret_cc712581f7,user_b91d75b276,order_1154b87d43,0.25,0.25,21908.18,29,20,0.5,3305.47,2867.64,False
ret_749495b6ee,user_5449dcf513,order_6549af8d5e,0.5455,0.5,20828.42,34,17,0.4167,2060.51,1886.11,False
ret_09a6363f31,user_5449dcf513,order_0199fa249b,1.0,1.0,20828.42,609,21,0.4167,57820.94,52410.53,False
ret_0a5ba1fe0d,user_5449dcf513,order_bea1eaf310,0.5,0.6,20828.42,433,9,0.4167,2257.23,2204.42,False
ret_870862a9be,user_5449dcf513,order_312d69a395,0.6,0.6,20828.42,363,20,0.4167,3270.12,2833.15,False
ret_a909b99b13,user_5449dcf513,order_dc48ffc57b,0.5,0.5,20828.42,6,4,0.4167,850.96,709.35,False
ret_11236d1ece,user_5449dcf513,order_02658aba86,0.5714,0.5,20828.42,237,6,0.4167,2894.89,2856.81,False
ret_47c0a460e7,user_4b0dc47aad,order_4c089409af,0.25,0.25,2847.84,133,1,0.5833,3926.74,3293.87,False
ret_df6c380fc9,user_4b0dc47aad,order_b3cd63f153,0.25,0.25,2847.84,137,27,0.5833,4372.03,4113.81,False
ret_29a78013ab,user_25b51620d6,order_7a9699199f,0.3333,0.25,9038.85,259,23,0.7778,4505.83,4363.06,False
ret_df27fe6325,user_25b51620d6,order_c906be84b7,0.2222,0.2222,9038.85,34,26,0.7778,3833.61,3302.15,False
ret_be6cacf0f2,user_15226f036d,order_53f390c966,0.3333,0.3333,18328.03,11,10,0.3333,1957.89,1899.59,False
ret_b376056e6e,user_c538192e9f,order_7f53239433,0.25,0.25,24943.28,21,6,0.5,57700.33,48151.43,False
ret_4df85782fe,user_6dd35a0ead,order_bc10b27ae1,0.1667,0.3333,16010.4,111,6,0.4545,4535.18,4027.37,False
ret_63985edeec,user_6dd35a0ead,order_c569edc58b,0.2222,0.1818,16010.4,45,26,0.4545,8755.78,7642.58,False
ret_113de0571a,user_01c442a9d0,order_58669d60e0,1.0,0.5,2248.84,705,25,0.5714,2456.47,2038.48,False
ret_9bb183ad8b,user_01c442a9d0,order_d6a2214d73,0.2857,0.2857,2248.84,141,7,0.5714,2609.0,2336.6,False
ret_c20811854e,user_9b7a32a7a2,order_3b525134b1,0.3333,0.3333,2369.98,42,20,1.0,1044.31,991.42,False
ret_7328ff048d,user_4354150dec,order_14f2997262,0.1111,0.1,5262.43,328,2,0.7273,3008.88,2482.14,False
ret_3724522545,user_34a1985960,order_37c81000f1,0.6,0.6,11812.98,206,13,0.5556,4518.69,3864.54,False
ret_961a9273e2,user_34a1985960,order_484d8a549f,0.6,0.6,11812.98,221,4,0.5556,22185.86,21353.16,False
ret_f866ee70a5,user_34a1985960,order_ddd5823ba0,0.3333,0.6,11812.98,275,19,0.5556,1276.17,1028.72,False
ret_7eece0ae92,user_34a1985960,order_5325912ddb,0.4444,0.4444,11812.98,26,23,0.5556,48241.03,40804.09,False
ret_33c5ee9d13,user_27a1cf6443,order_31b441d49b,0.1667,0.1667,7099.87,18,12,0.6667,3025.66,2774.62,False
ret_53b466be5b,user_52aad7c27d,order_41a13d0967,0.2222,0.2222,18927.15,26,6,0.4444,950.75,768.64,False
ret_476b9b5ca8,user_52aad7c27d,order_e0f6313b13,0.3333,0.3333,18927.15,146,19,0.4444,45795.57,39362.47,False
ret_8847897d7c,user_300c042cc9,order_81d1aec08c,0.5,0.3333,18094.99,459,6,0.5,35806.11,33376.71,False
ret_1bcd0bcee9,user_300c042cc9,order_35eb56d0fb,0.4,0.4,18094.99,329,30,0.5,4201.46,4119.06,False
ret_2f7a0fbb20,user_74151ce3a6,order_e984bd291b,0.2,0.1667,12156.61,122,1,0.4444,4005.64,3327.04,False
ret_d24335e54f,user_b68db4ea89,order_fc46c674b1,0.1667,0.1429,4894.89,145,8,0.5,4854.48,3926.1,False
ret_4bc440e1ba,user_5414d87b69,order_9c5c5366e2,0.3333,0.3333,15845.13,23,3,0.6667,35247.61,31319.98,False
ret_c34b6839d5,user_7e70a8b5dc,order_3306e382e9,0.5,0.5,19214.13,34,16,0.5,4686.39,3822.79,False
ret_0fe962c662,user_7e70a8b5dc,order_9aad2ccb2b,0.5,0.5,19214.13,159,20,0.5,4516.35,4098.87,False
ret_7c90b45b42,user_7e70a8b5dc,order_351f6b82d2,0.5714,0.5,19214.13,36,11,0.5,3147.58,2674.53,False
ret_8b82f648b6,user_7e70a8b5dc,order_f08eba464d,0.5,0.5,19214.13,23,19,0.5,8417.47,7171.53,False
ret_a6e66529e3,user_f26e91fe8d,order_73aa686363,0.4545,0.4545,10049.57,7,0,0.4545,1111.49,930.17,False
ret_54a98ea455,user_f26e91fe8d,order_9227dc801a,0.4545,0.4545,10049.57,7,0,0.4545,711.31,625.45,False
ret_548efdee3b,user_f26e91fe8d,order_10721f6b6a,0.4545,0.4545,10049.57,7,0,0.4545,2738.77,2560.9,False
ret_627ce53630,user_f26e91fe8d,order_fd4c4c8ad0,0.4545,0.4545,10049.57,7,0,0.4545,17203.59,14774.83,False
ret_b9b63c409c,user_f26e91fe8d,order_bbac184c05,0.4545,0.4545,10049.57,7,0,0.4545,16969.14,16666.14,False
ret_26d1006a93,user_cd4e988b38,order_0889b88077,0.125,0.125,8962.43,24,9,0.5,3149.64,2663.84,False
ret_3c0bfecc96,user_08f87242cd,order_7b4be45318,0.4,0.4,15625.44,16,7,0.4,4750.58,4624.79,False
ret_3048228e06,user_08f87242cd,order_ae775a9a44,0.5,0.4,15625.44,40,18,0.4,4750.09,3857.81,False
ret_86dcd43ad8,user_08f87242cd,order_33590d236c,0.4444,0.4,15625.44,32,11,0.4,46390.3,43743.81,False
ret_c0ef2bc9fc,user_08f87242cd,order_182f7ede3e,0.4286,0.4,15625.44,48,24,0.4,4555.27,4141.03,False
ret_39f31c4d2a,user_826dcd61c1,order_79a7052c3b,0.1818,0.1818,3140.18,23,19,0.7273,4278.86,3899.79,False
ret_0d9bff32d1,user_826dcd61c1,order_dbad6e6ced,1.0,0.5,3140.18,476,27,0.7273,1546.48,1273.36,False
ret_ccd1c7591f,user_f1af7eabb3,order_814db8be80,1.0,0.5,16133.2,332,24,0.5,39186.89,37408.55,False
ret_76c83d6944,user_f1af7eabb3,order_6174b39355,0.4,0.3333,16133.2,47,27,0.5,3879.84,3736.74,False
ret_77ba589261,user_ee185a17fa,order_2549b94758,0.1667,0.1429,9332.92,176,20,0.5714,3600.64,3469.54,False
ret_2421fc854d,user_22bf455d3c,order_cb4774d23b,0.5,0.3636,9599.85,49,3,0.5455,34365.74,31295.48,False
ret_fdb858e673,user_22bf455d3c,order_b3e323fbb9,0.3636,0.3636,9599.85,30,16,0.5455,4297.52,3830.74,False
ret_defecb0619,user_22bf455d3c,order_d94bef2174,0.2,0.2,9599.85,229,18,0.5455,3656.94,3417.76,False
ret_714f1357f5,user_22bf455d3c,order_1f93bfb31e,0.375,0.3636,9599.85,64,20,0.5455,4835.27,4557.5,False
ret_a26095eedd,user_7658d01b4d,order_808c5f0dfa,0.5,0.25,8426.88,42,14,0.5,740.28,707.63,False
ret_af92b73081,user_a13e8443b4,order_bac111654e,1.0,1.0,2051.49,163,5,0.5,3668.57,3139.16,False
ret_9a097ac740,user_18070001da,order_7b63eb6695,0.1429,0.0909,14204.57,45,15,0.4545,2388.58,1944.72,False
ret_305aa75a7b,user_b3e7d5fa52,order_80ac93c957,0.4545,0.4545,7584.36,34,30,0.6364,4358.58,3618.83,False
ret_3d4b8cd8f5,user_b3e7d5fa52,order_eb5545b3f0,0.625,0.4545,7584.36,48,23,0.6364,2633.61,2631.74,False
ret_9db82871c5,user_b3e7d5fa52,order_58dd72ad75,0.5,0.4545,7584.36,42,30,0.6364,3026.66,3015.4,False
ret_82a97f7363,user_b3e7d5fa52,order_1f4e43a295,1.0,0.4545,7584.36,58,30,0.6364,1324.29,1095.96,False
ret_62d5f34ebd,user_b3e7d5fa52,order_1b350c1e9f,0.5,0.4545,7584.36,41,27,0.6364,4868.69,4327.62,False
